filename,doi,guest_molecule,KD_A,PLD_A,guest_composition,zeolite_name,std_zeolite_name,si_al_ratio,modified_ion,loading_value,loading_unit,diffusion_coefficient_value,diffusion_coefficient_unit,temperature_value,temperature_unit,concentration_value,concentration_unit,adsorption_loading_value,adsorption_loading_unit,pressure_value,pressure_unit,experimental_method,distinguishing_variable,method_type,method_category
10.1016_j.jhazmat.2019.01.014,10.1016/j.jhazmat.2019.01.014,toluene,5.85,4.7,,Pt/CZ-500,MFI,48,Pt,0.43,wt%,3.16E-18,m2/s,303,K,,,,,0.001,bar,Gravimetric uptake (IGA),,Experimental,Uptake/Release
10.1016_j.micromeso.2017.10.053,10.1016/j.micromeso.2017.10.053,(e)-3-(4-hydroxyphenyl)prop-2-enoic acid,6.5,4.7,,HiSiv-3000,MFI-H,,,,,3.20E-18,m2/s,303,K,100,mol/L,,,,,batch uptake (ultrasonication-assisted),,Experimental,Uptake/Release
10.1016_j.micromeso.2017.10.053_SI,10.1016/j.micromeso.2017.10.053,(2e)-3-(4-hydroxyphenyl)prop-2-enoic acid,,4.7,,HiSiv-3000,MFI-H,,,,,3.20E-18,m2/s,303,K,100,mg/L,,,,,Batch adsorption kinetics,Ws/V: 0.69 g/L,Experimental,Uptake/Release
10.1021_acscatal.0c03138,10.1021/acscatal.0c03138,"3,3-dimethylpentane",,4.7,,ZSM-5,MFI-H,,,,,3.50E-18,m2/s,480,K,,,0,,,,Transition State Theory,,Computational,Other
10.1016_j.micromeso.2017.10.053,10.1016/j.micromeso.2017.10.053,3-methylphenol,6,4.7,,HiSiv-3000,MFI-H,,,,,3.70E-18,m2/s,303,K,100,mol/L,,,,,batch uptake (ultrasonication-assisted),,Experimental,Uptake/Release
10.1016_j.micromeso.2017.10.053_SI,10.1016/j.micromeso.2017.10.053,3-methylphenol,6.0,4.7,,HiSiv-3000,MFI-H,,,,,3.70E-18,m2/s,303,K,100,mg/L,,,,,Batch adsorption kinetics,Ws/V: 4.6 g/L,Experimental,Uptake/Release
10.1016_s0021-9517(03)00234-3,10.1016/s0021-9517(03)00234-3,"1,2-dimethylbenzene",6.8,4.7,,SbZ2,MFI,45,Sb,6.5,wt%,3.90E-18,m2/s,373,K,,,,,0.001,bar,"IR spectroscopy (transient uptake, square root law)",,Experimental,Microimaging
10.1016_j.mcat.2023.113044,10.1016/j.mcat.2023.113044,cyclohexane,6,4.7,,MZ-5,MZ-5,15.2,H+,,,3.92E-18,m2/s,333,K,,,,,,,ZLC,,Experimental,ZLC
10.3390_nano10010030,10.3390/nano10010030,toluene,5.85,4.7,,Pt/ZF,MFI,53,Pt,0.5,wt%,3.96E-18,m2/s,303,K,,,,,0.002,bar,Gravimetric Uptake (IGA),,Experimental,Uptake/Release
10.1021_acscatal.6b01771_SI,10.1021/acscatal.6b01771,"2,2-dimethylbutane",6.2,4.7,,ZSM-5-1V,MFI-H,,,,,4.05E-18,m2/s,323,K,,,,,,,ZLC,,Experimental,ZLC
10.1016_j.jhazmat.2019.01.014,10.1016/j.jhazmat.2019.01.014,toluene,5.85,4.7,,Pt/CZ-500,MFI,48,Pt,0.43,wt%,4.18E-18,m2/s,303,K,,,,,0.0005,bar,Gravimetric uptake (IGA),,Experimental,Uptake/Release
10.1016_j.micromeso.2017.10.053,10.1016/j.micromeso.2017.10.053,4-methylbenzoic acid,6.5,4.7,,HiSiv-3000,MFI-H,,,,,5.30E-18,m2/s,303,K,100,mol/L,,,,,batch uptake (ultrasonication-assisted),,Experimental,Uptake/Release
10.1016_j.micromeso.2017.10.053_SI,10.1016/j.micromeso.2017.10.053,4-methylbenzoic acid,6.5,4.7,,HiSiv-3000,MFI-H,,,,,5.30E-18,m2/s,303,K,100,mg/L,,,,,Batch adsorption kinetics,Ws/V: 0.67 g/L,Experimental,Uptake/Release
10.1016_j.mcat.2026.116209,10.1016/j.mcat.2026.116209,toluene,5.85,4.0,,siliceous MCM-22,MWW,,,,,5.50E-18,m2/s,673,K,,,,,,,Kinetic Monte Carlo (kMC),direction: x,Computational,Other
10.1016_j.mcat.2026.116209,10.1016/j.mcat.2026.116209,toluene,5.85,4.0,,siliceous MCM-22,MWW,,,,,5.60E-18,m2/s,673,K,,,,,,,Kinetic Monte Carlo (kMC),direction: y,Computational,Other
10.1016_j.mcat.2023.113044,10.1016/j.mcat.2023.113044,cyclohexane,6,4.7,,ZSM-5,MFI-H,19.4,H+,,,5.64E-18,m2/s,353,K,,,,,,,ZLC,,Experimental,ZLC
10.1016_j.jhazmat.2005.11.050,10.1016/j.jhazmat.2005.11.050,2-methoxy-2-methylpropane,6.2,6.5,,mordenite (CBV 90A),MOR,90,,,,6.00E-18,m2/s,293,K,,,,,,,batch kinetic adsorption (micropore diffusion model),water_matrix: FS surface water,Experimental,Uptake/Release
10.1021_acscatal.6b01771_SI,10.1021/acscatal.6b01771,"2,2-dimethylbutane",6.2,4.7,,ZSM-5-2V,MFI-H,,,,,6.12E-18,m2/s,323,K,,,,,,,ZLC,,Experimental,ZLC
10.1016_j.cej.2011.05.113,10.1016/j.cej.2011.05.113,uranyl(2+),,4.1,,NaA,LTA-Na,,,,,6.80E-18,m2/s,298,K,300,mol/L,,,,,Intraparticle diffusion model,solid_liquid_ratio: 2.5; type: initial,Experimental,Uptake/Release
10.3390_nano10010030,10.3390/nano10010030,toluene,5.85,4.69,,Pt/ZF-D,FER-Pt,,Pt,0.5,wt%,6.95E-18,m2/s,303,K,,,,,0.001,bar,Gravimetric Uptake (IGA),,Experimental,Uptake/Release
10.1016_s1872-2067(24)60135-x,10.1016/s1872-2067(24)60135-x,butane,4.3,6.5,,MOR-EFAl-3,MOR,4.6,,,,7.24E-18,m2/s,303,K,,,,,0.005,bar,Gravimetric uptake (IGA),,Experimental,Uptake/Release
10.1016_j.cej.2011.05.113,10.1016/j.cej.2011.05.113,uranyl(2+),,4.1,,NaA,LTA-Na,,,,,7.30E-18,m2/s,298,K,250,mol/L,,,,,Intraparticle diffusion model,solid_liquid_ratio: 2.5; type: initial,Experimental,Uptake/Release
10.1016_s0021-9517(03)00234-3,10.1016/s0021-9517(03)00234-3,"1,2-dimethylbenzene",6.8,4.7,,SbZ1,MFI,45,Sb,3.3,wt%,7.40E-18,m2/s,373,K,,,,,0.001,bar,"IR spectroscopy (transient uptake, square root law)",,Experimental,Microimaging
10.1016_j.cej.2011.05.113,10.1016/j.cej.2011.05.113,uranyl(2+),,4.1,,NaA,LTA-Na,,,,,7.40E-18,m2/s,298,K,100,mol/L,,,,,Intraparticle diffusion model,solid_liquid_ratio: 0.5; type: initial,Experimental,Uptake/Release
10.1016_s0021-9517(03)00234-3,10.1016/s0021-9517(03)00234-3,"1,2-dimethylbenzene",6.8,4.7,,HZ,MFI,45,,,,7.80E-18,m2/s,373,K,,,,,0.001,bar,"IR spectroscopy (transient uptake, square root law)",,Experimental,Microimaging
10.1016_j.mcat.2023.113044,10.1016/j.mcat.2023.113044,cyclohexane,6,4.7,,MZ-5,MZ-5,15.2,H+,,,8.03E-18,m2/s,353,K,,,,,,,ZLC,,Experimental,ZLC
10.3390_nano10010030,10.3390/nano10010030,toluene,5.85,4.69,,Pt/ZF-D,FER-Pt,,Pt,0.5,wt%,8.25E-18,m2/s,303,K,,,,,0.002,bar,Gravimetric Uptake (IGA),,Experimental,Uptake/Release
10.1016_j.cej.2011.05.113,10.1016/j.cej.2011.05.113,uranyl(2+),,4.1,,NaA,LTA-Na,,,,,8.50E-18,m2/s,298,K,100,mol/L,,,,,Intraparticle diffusion model,solid_liquid_ratio: 1; type: initial,Experimental,Uptake/Release
10.1016_j.cej.2011.05.113,10.1016/j.cej.2011.05.113,uranyl(2+),,4.1,,NaA,LTA-Na,,,,,8.70E-18,m2/s,298,K,200,mol/L,,,,,Intraparticle diffusion model,solid_liquid_ratio: 2.5; type: initial,Experimental,Uptake/Release
10.1016_j.cej.2011.05.113,10.1016/j.cej.2011.05.113,uranyl(2+),,4.1,,NaA,LTA-Na,,,,,9.30E-18,m2/s,298,K,100,mol/L,,,,,Intraparticle diffusion model,solid_liquid_ratio: 1.5; type: initial,Experimental,Uptake/Release
10.1016_j.ces.2015.07.029,10.1016/j.ces.2015.07.029,propene,4.5,3.65,,DDR II,DDR,1600,,,,1.00E-17,m2/s,296,K,,,,,0.01,bar,Interference Microscopy (IFM),direction: axial; process: desorption; analysis_method: estimate from short time radial profiles in central region,Experimental,Microimaging
10.1002_aic.690420108,10.1002/aic.690420108,dodecane,5.2,6.61,,zeolite T,OFF,,,,,1.00E-17,m2/s,573,K,,,,,,,gravimetric uptake,estimation_method: direct uptake curve analysis,Experimental,Uptake/Release
10.1016_s1872-2067(24)60135-x,10.1016/s1872-2067(24)60135-x,butane,4.3,6.5,,MOR-EFAl-2,MOR,6.2,,,,1.08E-17,m2/s,303,K,,,,,0.005,bar,Gravimetric uptake (IGA),,Experimental,Uptake/Release
10.1021_acscatal.6b01771_SI,10.1021/acscatal.6b01771,"2,2-dimethylbutane",6.2,4.7,,ZSM-5-1V,MFI-H,,,,,1.08E-17,m2/s,343,K,,,,,,,ZLC,,Experimental,ZLC
10.1021_acscatal.0c03138,10.1021/acscatal.0c03138,"2,2-dimethylpentane",,4.7,,ZSM-5,MFI-H,,,,,1.10E-17,m2/s,480,K,,,0,,,,Transition State Theory,,Computational,Other
10.1016_j.cej.2011.05.113,10.1016/j.cej.2011.05.113,uranyl(2+),,4.1,,NaA,LTA-Na,,,,,1.11E-17,m2/s,298,K,150,mol/L,,,,,Intraparticle diffusion model,solid_liquid_ratio: 2.5; type: initial,Experimental,Uptake/Release
10.1016_j.cej.2011.05.113,10.1016/j.cej.2011.05.113,uranyl(2+),,4.1,,NaA,LTA-Na,,,,,1.13E-17,m2/s,298,K,100,mol/L,,,,,Intraparticle diffusion model,solid_liquid_ratio: 2; type: initial,Experimental,Uptake/Release
10.1016_j.ces.2009.06.022,10.1016/j.ces.2009.06.022,benzene,5.35,4.7,,silicalite-1,MFI-H,,,,,1.20E-17,m2/s,323,K,,,,,,,constant volumetric method (Raman spectroscopy),,Experimental,Uptake/Release
10.1016_j.micromeso.2007.09.027,10.1016/j.micromeso.2007.09.027,benzene,5.35,4.7,,SL (1 μm),MFI,,,,,1.20E-17,m2/s,,K,,,,,,,"Raman spectroscopy (liquid phase, constant volume method)",crystal_size: 1.0 μm,Experimental,Uptake/Release
10.1016_s1872-2067(24)60135-x,10.1016/s1872-2067(24)60135-x,butane,4.3,6.5,,MOR-EFAl-1,MOR,9.2,,,,1.22E-17,m2/s,303,K,,,,,0.005,bar,Gravimetric uptake (IGA),,Experimental,Uptake/Release
10.1016_j.cattod.2012.09.031,10.1016/j.cattod.2012.09.031,benzene,5.35,7.4,,Nano-Y,FAU-NaY,1.6,,,,1.26E-17,m2/s,298,K,,,,,,,gravimetric uptake,,Experimental,Uptake/Release
10.1016_s0360-0564(08)60390-9_SI,10.1016/s0360-0564(08)60390-9,cyclopentyl phenyl ketone,,7.4,,FAU(Si/Al=15),FAU-NaY,15,,,,1.28E-17,m2/s,413,K,,,,,,,Calculation (King and Renkin correlations),,Computational,Other
10.1002_jctb.6510,10.1002/jctb.6510,toluene,5.85,4.7,,CZ5,MFI-Ca,25.6,,,,1.30E-17,m2/s,308,K,,,,,0.001,bar,gravimetric uptake,,Experimental,Uptake/Release
apj.412,,water,2.65,3.1,,natural clinoptilolite,HEU,,,,,1.32E-17,m2/s,293,K,,,0.903,mmol/g,0.023344682,bar,gravimetric uptake (constant pressure static),particle_size: 1.125 mm; coefficient_type: intracrystalline diffusivity,Experimental,Uptake/Release
apj.412,,methanol,3.6,3.1,,natural clinoptilolite,HEU,,,,,1.32E-17,m2/s,293,K,,,1.994,mmol/g,0.12996229,bar,gravimetric uptake (constant pressure static),particle_size: 1.125 mm; coefficient_type: intracrystalline diffusivity,Experimental,Uptake/Release
10.1016_j.micromeso.2020.110499,10.1016/j.micromeso.2020.110499,cyclohexane,6,6.3,,PlainBeta2,BEC-H,22.1,Na+,,,1.33E-17,m2/s,353,K,,,,,0.00192,bar,ZLC,crystal_size: 330 nm,Experimental,ZLC
10.1016_j.cej.2011.05.113,10.1016/j.cej.2011.05.113,uranyl(2+),,4.1,,NaA,LTA-Na,,,,,1.36E-17,m2/s,298,K,100,mol/L,,,,,Intraparticle diffusion model,solid_liquid_ratio: 2.5; type: initial,Experimental,Uptake/Release
10.1016_j.micromeso.2003.09.025,10.1016/j.micromeso.2003.09.025,butane,4.3,3.8,,Si-CHA,CHA,,,,,1.40E-17,m2/s,353,K,,,,,,,gravimetric uptake (TGA),,Experimental,Uptake/Release
10.1016_j.mcat.2023.113044,10.1016/j.mcat.2023.113044,cyclohexane,6,4.7,,ZSM-5,MFI-H,19.4,H+,,,1.40E-17,m2/s,373,K,,,,,,,ZLC,,Experimental,ZLC
10.1016_j.mcat.2026.116209,10.1016/j.mcat.2026.116209,"1,4-dimethylbenzene",5.8,4.0,,siliceous MCM-22,MWW,,,,,1.40E-17,m2/s,673,K,,,,,,,Kinetic Monte Carlo (kMC),direction: x,Computational,Other
10.1016_j.mcat.2026.116209,10.1016/j.mcat.2026.116209,"1,4-dimethylbenzene",5.8,4.0,,siliceous MCM-22,MWW,,,,,1.40E-17,m2/s,673,K,,,,,,,Kinetic Monte Carlo (kMC),direction: y,Computational,Other
10.1016_j.cej.2011.05.113,10.1016/j.cej.2011.05.113,uranyl(2+),,4.1,,NaA,LTA-Na,,,,,1.41E-17,m2/s,303,K,100,mol/L,,,,,Intraparticle diffusion model,solid_liquid_ratio: 2.5; type: initial,Experimental,Uptake/Release
10.1002_aic.690420108,10.1002/aic.690420108,heptane,4.5,6.61,,zeolite T,OFF,,,,,1.41E-17,m2/s,473,K,,,,,,,gravimetric uptake,model: (I),Experimental,Uptake/Release
10.1016_j.cej.2011.05.113,10.1016/j.cej.2011.05.113,uranyl(2+),,4.1,,NaA,LTA-Na,,,,,1.44E-17,m2/s,298,K,300,mol/L,,,,,Intraparticle diffusion model,solid_liquid_ratio: 2.5; type: final,Experimental,Uptake/Release
10.1016_j.cej.2011.05.113,10.1016/j.cej.2011.05.113,uranyl(2+),,4.1,,NaA,LTA-Na,,,,,1.49E-17,m2/s,313,K,100,mol/L,,,,,Intraparticle diffusion model,solid_liquid_ratio: 2.5; type: initial,Experimental,Uptake/Release
10.1016_j.micromeso.2017.10.053,10.1016/j.micromeso.2017.10.053,2-methylphenol,6,4.7,,HiSiv-3000,MFI-H,,,,,1.50E-17,m2/s,303,K,100,mol/L,,,,,batch uptake (ultrasonication-assisted),,Experimental,Uptake/Release
10.1016_j.micromeso.2017.10.053_SI,10.1016/j.micromeso.2017.10.053,2-methylphenol,6.0,4.7,,HiSiv-3000,MFI-H,,,,,1.50E-17,m2/s,303,K,100,mg/L,,,,,Batch adsorption kinetics,Ws/V: 8.8 g/L,Experimental,Uptake/Release
10.1016_j.cej.2011.05.113,10.1016/j.cej.2011.05.113,uranyl(2+),,4.1,,NaA,LTA-Na,,,,,1.53E-17,m2/s,323,K,100,mol/L,,,,,Intraparticle diffusion model,solid_liquid_ratio: 2.5; type: initial,Experimental,Uptake/Release
10.1016_j.mcat.2026.116209,10.1016/j.mcat.2026.116209,benzene,5.35,4.0,,siliceous MCM-22,MWW,,,,,1.60E-17,m2/s,673,K,,,,,,,Kinetic Monte Carlo (kMC),direction: x,Computational,Other
10.1016_j.mcat.2026.116209,10.1016/j.mcat.2026.116209,benzene,5.35,4.0,,siliceous MCM-22,MWW,,,,,1.60E-17,m2/s,673,K,,,,,,,Kinetic Monte Carlo (kMC),direction: y,Computational,Other
10.1016_j.jcat.2026.116995,10.1016/j.jcat.2026.116995,"2,2-dimethylbutane",6.2,4.7,,ZSM-5-2 V,MFI-H,,,,,1.61E-17,m2/s,343,K,,,,,,,ZLC,,Experimental,ZLC
10.1021_acscatal.6b01771_SI,10.1021/acscatal.6b01771,"2,2-dimethylbutane",6.2,4.7,,ZSM-5-2V,MFI-H,,,,,1.61E-17,m2/s,343,K,,,,,,,ZLC,,Experimental,ZLC
10.1016_j.cej.2011.05.113,10.1016/j.cej.2011.05.113,uranyl(2+),,4.1,,NaA,LTA-Na,,,,,1.67E-17,m2/s,298,K,250,mol/L,,,,,Intraparticle diffusion model,solid_liquid_ratio: 2.5; type: final,Experimental,Uptake/Release
10.1016_j.cej.2011.05.113,10.1016/j.cej.2011.05.113,uranyl(2+),,4.1,,NaA,LTA-Na,,,,,1.73E-17,m2/s,298,K,100,mol/L,,,,,Intraparticle diffusion model,solid_liquid_ratio: 0.5; type: final,Experimental,Uptake/Release
10.1021_acscatal.0c03138,10.1021/acscatal.0c03138,"3,3-dimethylpentane",,4.7,,ZSM-5,MFI-H,,,,,1.80E-17,m2/s,528,K,,,0,,,,Transition State Theory,,Computational,Other
10.1016_j.mcat.2023.113044,10.1016/j.mcat.2023.113044,cyclohexane,6,4.7,,MZ-5,MZ-5,15.2,H+,,,1.85E-17,m2/s,373,K,,,,,,,ZLC,,Experimental,ZLC
10.1016_j.cej.2011.05.113,10.1016/j.cej.2011.05.113,uranyl(2+),,4.1,,NaA,LTA-Na,,,,,1.86E-17,m2/s,298,K,100,mol/L,,,,,Intraparticle diffusion model,solid_liquid_ratio: 1; type: final,Experimental,Uptake/Release
10.1016_j.jhazmat.2005.11.050,10.1016/j.jhazmat.2005.11.050,2-methoxy-2-methylpropane,6.2,6.5,,mordenite (CBV 90A),MOR,90,,,,2.00E-17,m2/s,293,K,,,,,,,batch kinetic adsorption (micropore diffusion model),water_matrix: deionized water,Experimental,Uptake/Release
10.1016_j.cej.2011.05.113,10.1016/j.cej.2011.05.113,uranyl(2+),,4.1,,NaA,LTA-Na,,,,,2.08E-17,m2/s,298,K,200,mol/L,,,,,Intraparticle diffusion model,solid_liquid_ratio: 2.5; type: final,Experimental,Uptake/Release
10.1016_j.micromeso.2020.110499,10.1016/j.micromeso.2020.110499,cyclohexane,6,6.6,,PlainBeta1,BEA-H,10.9,Na+,,,2.30E-17,m2/s,353,K,,,,,0.00192,bar,ZLC,crystal_size: 490 nm,Experimental,ZLC
10.1016_j.micromeso.2017.10.053,10.1016/j.micromeso.2017.10.053,benzoic acid,6.2,4.7,,HiSiv-3000,MFI-H,,,,,2.50E-17,m2/s,303,K,100,mol/L,,,,,batch uptake (ultrasonication-assisted),,Experimental,Uptake/Release
10.1016_j.micromeso.2017.10.053_SI,10.1016/j.micromeso.2017.10.053,benzoic acid,6.2,4.7,,HiSiv-3000,MFI-H,,,,,2.50E-17,m2/s,303,K,100,mg/L,,,,,Batch adsorption kinetics,Ws/V: 1.0 g/L,Experimental,Uptake/Release
10.1016_j.jhazmat.2018.01.007,10.1016/j.jhazmat.2018.01.007,2-methoxy-2-methylpropane,6.2,4.7,,ZSM-5,MFI-H,234.5,,,,2.57E-17,m2/s,,K,100,mol/L,,,,,Batch adsorption kinetics modeling,diffusion_type: surface,Experimental,Uptake/Release
10.1016_j.micromeso.2020.110499,10.1016/j.micromeso.2020.110499,cyclohexane,6,6.3,,PlainBeta2,BEC-H,22.1,Na+,,,2.61E-17,m2/s,373,K,,,,,0.00192,bar,ZLC,crystal_size: 330 nm,Experimental,ZLC
10.1016_j.micromeso.2008.01.047,10.1016/j.micromeso.2008.01.047,2-methoxy-2-methylpropane,6.2,4.7,,silicalite-1,MFI-H,,,,,2.81E-17,m2/s,298,K,,,1月4日,mol/u.c.,,,gravimetric uptake (Fickian analysis),,Experimental,Uptake/Release
10.1016_j.cej.2011.05.113,10.1016/j.cej.2011.05.113,uranyl(2+),,4.1,,NaA,LTA-Na,,,,,2.98E-17,m2/s,298,K,100,mol/L,,,,,Intraparticle diffusion model,solid_liquid_ratio: 1.5; type: final,Experimental,Uptake/Release
10.1016_j.apenergy.2013.01.017,10.1016/j.apenergy.2013.01.017,carbon dioxide,3.3,4.1,,nano-NaKA (17 atomic%),LTA-NaK,,K+,17,atomic%,3.06E-17,m2/s,303,K,,,,,0.133,bar,in situ IR spectroscopy,experimental_condition: 13.3 kPa CO2,Experimental,Microimaging
10.1016_j.jhazmat.2018.01.007,10.1016/j.jhazmat.2018.01.007,2-methoxy-2-methylpropane,6.2,4.7,,ZSM-5,MFI-H,234.5,,,,3.13E-17,m2/s,,K,150,mol/L,,,,,Batch adsorption kinetics modeling,diffusion_type: surface,Experimental,Uptake/Release
10.1002_aic.690420108,10.1002/aic.690420108,nonane,4.9,6.61,,zeolite T,OFF,,,,,3.18E-17,m2/s,523,K,,,,,,,gravimetric uptake,model: (I),Experimental,Uptake/Release
10.1016_j.fuel.2024.131642,10.1016/j.fuel.2024.131642,"1,3,5-trimethylbenzene",7.5,6.6,,Hβ-1,BEA,,,,,3.22E-17,m2/s,,K,,,,,0.00285,bar,IGA (gravimetric uptake),,Experimental,Uptake/Release
10.1016_j.fuel.2024.131642,10.1016/j.fuel.2024.131642,"1,3,5-trimethylbenzene",7.5,6.6,,Hβ-2,BEA,,,,,3.48E-17,m2/s,,K,,,,,0.00285,bar,IGA (gravimetric uptake),,Experimental,Uptake/Release
10.1016_j.cej.2011.05.113,10.1016/j.cej.2011.05.113,uranyl(2+),,4.1,,NaA,LTA-Na,,,,,3.57E-17,m2/s,298,K,100,mol/L,,,,,Intraparticle diffusion model,solid_liquid_ratio: 2; type: final,Experimental,Uptake/Release
10.1002_jctb.6510,10.1002/jctb.6510,toluene,5.85,,,NZ5,zeolite,28.1,,,,3.60E-17,m2/s,308,K,,,,,0.001,bar,gravimetric uptake,,Experimental,Uptake/Release
10.1002_j.1365-2389.1967.tb01495.x,10.1002/j.1365-2389.1967.tb01495.x,potassium(1+),,3.1,,clinoptilolite,HEU,,,,,3.70E-17,m2/s,298,K,,,,,,,isotopic exchange,K-saturation_level: low,Experimental,Uptake/Release
10.1002_aic.690420108,10.1002/aic.690420108,heptane,4.5,6.61,,zeolite T,OFF,,,,,3.82E-17,m2/s,473,K,,,,,,,gravimetric uptake,model: (II),Experimental,Uptake/Release
10.1016_j.cej.2011.05.113,10.1016/j.cej.2011.05.113,uranyl(2+),,4.1,,NaA,LTA-Na,,,,,3.89E-17,m2/s,298,K,150,mol/L,,,,,Intraparticle diffusion model,solid_liquid_ratio: 2.5; type: final,Experimental,Uptake/Release
10.1016_j.micromeso.2015.11.023,10.1016/j.micromeso.2015.11.023,"sodium 2-[2-(2,6-dichloroanilino)phenyl]acetate",,3.1,,SMNZ_CLI,CLI,,,,,3.94E-17,m2/s,310,K,,,49,mg/g,1,bar,release kinetics (model fitting),,Experimental,Uptake/Release
10.1016_j.jcat.2008.06.015,10.1016/j.jcat.2008.06.015,(propan-2-yl)benzene,6.8,4.7,,OZ5,MFI,15,,,,4.00E-17,m2/s,308,K,,,,,0.0008,bar,Gravimetric uptake (IGA),mode: adsorption,Experimental,Uptake/Release
10.1021_acsomega.9b02047,10.1021/acsomega.9b02047,carbon dioxide,3.3,7.4,,13X-PEI-60,FAU-NaX,,,,,4.05E-17,m2/s,298,K,,,,,1.01325,bar,TGA,model: Boyd's model,Experimental,Uptake/Release
10.1016_j.micromeso.2020.110499,10.1016/j.micromeso.2020.110499,cyclohexane,6,6.6,,PlainBeta1,BEA-H,10.9,Na+,,,4.11E-17,m2/s,373,K,,,,,0.00192,bar,ZLC,crystal_size: 490 nm,Experimental,ZLC
10.1016_j.fuel.2024.131642,10.1016/j.fuel.2024.131642,"1,3,5-trimethylbenzene",7.5,6.6,,Hβ-1,BEA,,,,,4.17E-17,m2/s,,K,,,,,0.00275,bar,IGA (gravimetric uptake),,Experimental,Uptake/Release
10.1016_j.fuel.2024.131642,10.1016/j.fuel.2024.131642,"1,3,5-trimethylbenzene",7.5,6.6,,Hβ-2,BEA,,,,,4.19E-17,m2/s,,K,,,,,0.00275,bar,IGA (gravimetric uptake),,Experimental,Uptake/Release
10.1016_j.fuel.2024.131642,10.1016/j.fuel.2024.131642,"1,3,5-trimethylbenzene",7.5,6.6,,Hβ-1,BEA,,,,,4.22E-17,m2/s,,K,,,,,0.00265,bar,IGA (gravimetric uptake),,Experimental,Uptake/Release
10.1021_acsomega.9b02047,10.1021/acsomega.9b02047,carbon dioxide,3.3,7.4,,13X-PEI-60,FAU-NaX,,,,,4.30E-17,m2/s,348,K,,,,,1.01325,bar,TGA,model: intraparticle diffusion model,Experimental,Uptake/Release
10.1002_aic.690420108,10.1002/aic.690420108,heptane,4.5,6.61,,zeolite T,OFF,,,,,4.41E-17,m2/s,523,K,,,,,,,gravimetric uptake,model: (I),Experimental,Uptake/Release
10.1016_j.ces.2015.07.029,10.1016/j.ces.2015.07.029,propene,4.5,3.65,,DDR II,DDR,1600,,,,4.50E-17,m2/s,323,K,,,,,,,Interference Microscopy (IFM),direction: axial; process: desorption; analysis_method: estimate from short time radial profiles in central region,Experimental,Microimaging
10.1016_j.cej.2011.05.113,10.1016/j.cej.2011.05.113,uranyl(2+),,4.1,,NaA,LTA-Na,,,,,4.58E-17,m2/s,298,K,100,mol/L,,,,,Intraparticle diffusion model,solid_liquid_ratio: 2.5; type: final,Experimental,Uptake/Release
10.1016_j.fuel.2024.131642,10.1016/j.fuel.2024.131642,"1,3,5-trimethylbenzene",7.5,6.6,,Hβ-1,BEA,,,,,4.63E-17,m2/s,,K,,,,,0.0024,bar,IGA (gravimetric uptake),,Experimental,Uptake/Release
10.1016_j.fuel.2024.131642,10.1016/j.fuel.2024.131642,"1,3,5-trimethylbenzene",7.5,6.6,,Hβ-1,BEA,,,,,4.76E-17,m2/s,,K,,,,,0.0021,bar,IGA (gravimetric uptake),,Experimental,Uptake/Release
10.1016_j.cej.2011.05.113,10.1016/j.cej.2011.05.113,uranyl(2+),,4.1,,NaA,LTA-Na,,,,,4.90E-17,m2/s,303,K,100,mol/L,,,,,Intraparticle diffusion model,solid_liquid_ratio: 2.5; type: final,Experimental,Uptake/Release
10.1002_jctb.6510,10.1002/jctb.6510,toluene,5.85,4.7,,MZ5,MFI-H,29.3,,,,5.00E-17,m2/s,308,K,,,,,0.001,bar,gravimetric uptake,,Experimental,Uptake/Release
10.1016_j.micromeso.2004.01.007,10.1016/j.micromeso.2004.01.007,phenol,5.85,4.7,,TS-1,MFI,,,,,5.20E-17,m2/s,303,K,0.021,mol/L,,,,,ZLC,solvent: water,Experimental,ZLC
10.1016_j.micromeso.2004.01.007,10.1016/j.micromeso.2004.01.007,phenol,5.85,4.7,,TS-1,MFI,,,,,5.20E-17,m2/s,303,K,0.032,mol/L,,,,,ZLC,solvent: water,Experimental,ZLC
10.1016_j.cej.2011.05.113,10.1016/j.cej.2011.05.113,uranyl(2+),,4.1,,NaA,LTA-Na,,,,,5.21E-17,m2/s,313,K,100,mol/L,,,,,Intraparticle diffusion model,solid_liquid_ratio: 2.5; type: final,Experimental,Uptake/Release
10.1016_j.fuel.2024.131642,10.1016/j.fuel.2024.131642,"1,3,5-trimethylbenzene",7.5,6.6,,Hβ-1,BEA,,,,,5.37E-17,m2/s,,K,,,,,0.0018,bar,IGA (gravimetric uptake),,Experimental,Uptake/Release
10.3390_pr9111885,10.3390/pr9111885,water,2.65,7.4,,zeolite 13X,FAU-NaX,,,,,5.50E-17,m2/s,298,K,12,g/m3,,,,,Model fitting to experimental breakthrough curves,,Experimental,Column Dynamics
10.1016_j.micromeso.2003.09.025,10.1016/j.micromeso.2003.09.025,propane,4.3,3.8,,Si-CHA,CHA,,,,,5.60E-17,m2/s,353,K,,,,,0.799932,bar,gravimetric uptake (TGA),,Experimental,Uptake/Release
10.1016_j.fuel.2024.131642,10.1016/j.fuel.2024.131642,"1,3,5-trimethylbenzene",7.5,6.6,,Hβ-2,BEA,,,,,5.83E-17,m2/s,,K,,,,,0.00265,bar,IGA (gravimetric uptake),,Experimental,Uptake/Release
